product_name	price	category_lv1	category_lv2	category_lv3	product_code	packaging	effect	image	describe
Kính mát Spider SS806-C2 cho trẻ em	102.000₫	Thiết bị, dụng cụ y tế	Mắt kính, tấm chắn giọt bắn		247113			['https://cdn.tgdd.vn/Products/Images/11421/247113/kinh-tre-em-ss806-c2-mac-dinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/11421/247113/kinh-tre-em-ss806-c2-mac-dinh-3.jpg', 'https://cdn.tgdd.vn/Products/Images/11421/247113/kinh-tre-em-ss806-c2-mac-dinh-4.jpg', 'https://cdn.tgdd.vn/Products/Images/11421/247113/kinh-tre-em-ss806-c2-mac-dinh-6.jpg', 'https://cdn.tgdd.vn/Products/Images/11421/247113/kinh-tre-em-ss806-c2-mac-dinh-7.jpg', 'https://cdn.tgdd.vn/Products/Images/11421/247113/kinh-tre-em-ss806-c2-mac-dinh-8.jpg']	Đặc điểm sản phẩm Gọng: Carbon Tròng: Polycarbonate Đuôi càng, ve mũi: cao su tổng hợp Ưu điểm nổi bật - Gọng kính được phủ nhiều lớp sơn y tế chống dị ứng đối với làn da nhạy cảm, công nghệ sơn hấp giữ cho gọng kính luôn mới và bền bỉ theo thời gian. - Tròng kính được làm bằng chất liệu Polycarbonate dẻo dai, khó vỡ, tròng kính có lớp tráng thủy nhiều màu sắc thời trang và tròng kính có lớp chống tia cực tím (UV protection) ngăn cản được các tia sáng có hại cho mắt. - Đuôi càng ve mũi được làm bằng chất liệu cao su tổng hợp tạo cảm giác nhẹ nhàng, thoải mái cho người đeo. Kính mát Spider SS806-C2 xuất xứ từ Đài Loan được thiết kế kiểu dáng khí động học cong lượn làm gọng kính có khuynh hướng ôm sát gương mặt khi đeo giúp che chắn bụi, gió và các chất độc hại. Ngoài ra, kính bảo hộ SPIDER luôn tạo phong cách thể thao và năng động cho người đeo.
Bao đeo đầu gối Dr. Med DR-K021 size M	211.600₫	Thiết bị, dụng cụ y tế	Vớ, đai y khoa		276346	1 cái	Hữu ích trong bảo vệ cơ suy yếu và ngăn chấn thương thể thao.	['https://cdn.tgdd.vn/Products/Images/11267/276346/bao-deo-dau-goi-dr-med-dr-k021-size-m-1.jpg', 'https://cdn.tgdd.vn/Products/Images/11267/276346/bao-deo-dau-goi-dr-med-dr-k021-size-m-2.jpg', 'https://cdn.tgdd.vn/Products/Images/11267/276346/bao-deo-dau-goi-dr-med-dr-k021-size-m-3.jpg', 'https://cdn.tgdd.vn/Products/Images/11267/276346/bao-deo-dau-goi-dr-med-dr-k021-size-m-4.jpg']	Bao đeo đầu gối Dr. Med DR-K021 size M là một trong những thiết bị, dụng cụ y tế được thiết kế nhằm hỗ trợ và giảm đau đầu gối cho những người đau nhức đầu gối và bị chấn thương. Đặc điểm sản phẩm Bao bảo vệ đầu gối Dr. Med DR-K021 có những đặc điểm sau: Giúp làm ấm một cách xuất sắc và làm nén ở vùng đầu gối. Hữu ích trong bảo vệ cơ suy yếu và ngăn chấn thương thể thao. Chất liệu đàn hồi cao, vừa vặn và tạo sự thoải mái tối đa cho người dùng. Độ nén dần dần được tăng cường ở đầu gối để hỗ trợ chắc chắn. Thông số kĩ thuật Model: DR-K021. Thương hiệu: DR.MED. Xuất xứ: Hàn Quốc
Vớ gối y khoa Dr. Med DR-A060 size M	382.500₫	Thiết bị, dụng cụ y tế	Vớ, đai y khoa		275745	1 đôi	Điều trị các bệnh giãn tĩnh mạch. Ngăn ngừa viêm tắc tĩnh mạch.	['https://cdn.tgdd.vn/Products/Images/11267/275745/vo-goi-dr-med-dr-a060-size-m-1-1.jpg', 'https://cdn.tgdd.vn/Products/Images/11267/275745/vo-goi-dr-med-dr-a060-size-m-3.jpg', 'https://cdn.tgdd.vn/Products/Images/11267/275745/vo-goi-dr-med-dr-a060-size-m-4.jpg', 'https://cdn.tgdd.vn/Products/Images/11267/275745/vo-goi-dr-med-dr-a060-size-m-5.jpg', 'https://cdn.tgdd.vn/Products/Images/11267/275745/vo-goi-dr-med-dr-a060-size-m-6.jpg', 'https://cdn.tgdd.vn/Products/Images/11267/275745/vo-goi-dr-med-dr-a060-size-m-7.jpg', 'https://cdn.tgdd.vn/Products/Images/11267/275745/vo-goi-dr-med-dr-a060-size-m-1.jpg']	Đặc điểm sản phẩm Áp lực 20 - 30 mmHg (Class II) Vớ điều trị suy tĩnh mạch ngang gối DR.MED DR-A060-1 có mức áp lực 20-30mmHg (Class II). Mức áp lực này phù hợp với những người bị tĩnh mạch mãn tính nhẹ, chứng huyết khối nhẹ hoặc bệnh nhân mới trải qua phẫu thuật tĩnh mạch chân. Thiết kế mỏng nhẹ, thời trang Được sản xuất bằng công nghệ cao, máy móc tiên tiến kết hợp với kĩ thuật may liền mảnh giúp tạo được áp lực lên đôi chân mà vẫn mang lại sự thoải mái cho người sử dụng. Thiết kế mỏng nhẹ hợp thời trang, giúp bạn có thể mang mọi lúc mọi nơi mà không lo làm ảnh hưởng đến gu ăn mặt của bạn. Chất liệu tốt, không kích ứng da Vớ DR.MED DR-A060-1 được dệt từ vi sợi tổng hợp, ứng dụng công nghệ chống khuẩn, nấm mốc, ngăn sự phát triển mùi hôi, giúp bạn tươi mát suốt cả ngày và không lo dị ứng trong quá trình sử dụng. Vớ điều trị suy tĩnh mạch thương hiệu DR.MED chất lượng đạt chuẩn CE.
Nhiệt kế hồng ngoại đo trán, tai B.Well WF-1000	690.000₫	Thiết bị, dụng cụ y tế	Nhiệt kế		309470			['https://cdn.tgdd.vn/Products/Images/11301/309470/nhiet-ke-hong-ngoai-do-tran-tai-b-well-wf-1000-mac-dinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/11301/309470/nhiet-ke-hong-ngoai-do-tran-tai-b-well-wf-1000-mac-dinh-3.jpg', 'https://cdn.tgdd.vn/Products/Images/11301/309470/nhiet-ke-hong-ngoai-do-tran-tai-b-well-wf-1000-mac-dinh-4.jpg', 'https://cdn.tgdd.vn/Products/Images/11301/309470/nhiet-ke-hong-ngoai-do-tran-tai-b-well-wf-1000-mac-dinh-5.jpg', 'https://cdn.tgdd.vn/Products/Images/11301/309470/nhiet-ke-hong-ngoai-do-tran-tai-b-well-wf-1000-mac-dinh-6.jpg', 'https://cdn.tgdd.vn/Products/Images/11301/309470/nhiet-ke-hong-ngoai-do-tran-tai-b-well-wf-1000-mac-dinh-7.jpg', 'https://cdn.tgdd.vn/Products/Images/11301/309470/nhiet-ke-hong-ngoai-do-tran-tai-b-well-wf-1000-mac-dinh-99.jpg', 'https://cdn.tgdd.vn/Products/Images/11301/309470/nhiet-ke-hong-ngoai-do-tran-tai-b-well-wf-1000-mac-dinh-8.jpg', 'https://cdn.tgdd.vn/Products/Images/11301/309470/nhiet-ke-hong-ngoai-do-tran-tai-b-well-wf-1000-mac-dinh-9.jpg', 'https://cdn.tgdd.vn/Products/Images/11301/309470/nhiet-ke-hong-ngoai-do-tran-tai-b-well-wf-1000-mac-dinh-10.jpg', 'https://cdn.tgdd.vn/Products/Images/11301/309470/nhiet-ke-hong-ngoai-do-tran-tai-b-well-wf-1000-mac-dinh-11.jpg']	1. Giới thiệu sản phẩm Nhiệt kế B.well là một sản phẩm đến từ thương hiệu B.well. Được thiết kế để cung cấp độ chính xác trong việc đo nhiệt độ. Điều này giúp bạn theo dõi và đo nhiệt độ cơ thể một cách chính xác và tin cậy. B. well cung cấp nhiều mẫu nhiệt kế với các kiểu dáng và tính năng khác nhau, bao gồm nhiệt kế điện tử, nhiệt kế cảm ứng và nhiều hơn nữa. Bạn có thể chọn mẫu nhiệt kế phù hợp với nhu cầu và sở thích cá nhân của mình. Nhiệt kế B. well đo nhiệt độ cơ thể một cách nhanh chóng và thuận tiện. Thời gian đo thường chỉ mất vài giây, giúp tiết kiệm thời gian và đảm bảo độ chính xác. Nhiệt kế hồng ngoại đo trán, tai B.Well WF-1000 được NHẬP KHẨU CHÍNH HÃNG TỪ THỤY SỸ. Đo nhiệt độ cơ thể tại tai và trán. Đo nhiệt độ vật thể, phòng ở và thức ăn (sữa). Đo nhanh chính xác trong 1 giây.
Bao đeo đầu gối Dr. Med DR-K006 size U	305.100₫	Thiết bị, dụng cụ y tế	Vớ, đai y khoa		242091	1 cái	Cố định các khớp gối, giảm chấn thương khi chơi các môn thể thao.	['https://cdn.tgdd.vn/Products/Images/11267/242091/bao-bao-ve-dau-goi-ngan-dr-med-dr-k006-size-u-1.jpg']	Đặc điểm nổi bật của Bao đeo bảo vệ đầu gối ngắn DR.MED DR-K006 Cho phép sự ấm áp tuyệt vời & nén vào khu vực đầu gối. Hữu ích cho việc bảo vệ làm suy yếu cơ bắp & ngăn ngừa chấn thương. Cố định đai bằng dây Velcro giúp bạn dễ dàng đeo sản phẩm. Lực nén có thể điều chỉnh bằng cách điều chỉnh dây Velcro. Sản phẩm phù hợp với cả đầu gối phải hoặc trái. Chất liệu Polyester, nylon, cao su tổng hợp. Size: U.
Kim tiêm Insulin 1ml U100 dùng cho người tiểu đường, phân liều sắn	2.000₫	Thiết bị, dụng cụ y tế	Các dụng cụ khác		129855	100 kim tiêm		['https://cdn.tgdd.vn/Products/Images/11302/129855/kim-tiem-insulin-1cc-2.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/129855/kim-tiem-insulin-1cc-3.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/129855/kim-tiem-insulin-1cc-99.jpg']	Đặc điểm sản phẩm: Ống tiêm được bảo quản vô khuẩn. Bơm kim tiêm y tế Insulin 1ml/100U dễ sử dụng. Đảm bảo an toàn cho bệnh nhân. Hướng dẫn sử dụng: Bơm kim tiêm chỉ sử dụng một lần duy nhất. Không sử dụng khi bao bì bị thủng, rách. Không chạm kim tiêm vào bề mặt nhiễm bẩn. Không đụng tay vào pít tông và thân kim trong kim chuẩn bị và tiêm thuốc. Sau khi sử dụng, bơm kim tiêm phải được tiêu hủy theo đúng quy định. Nhà sản xuất Feel Tech
Bao đeo đầu gối Dr. Med DR-K090 size M	297.500₫	Thiết bị, dụng cụ y tế	Vớ, đai y khoa		276352	1 cái	Đau khớp gối, giúp sự nhận cảm ở đầu gối, yếu cơ đầu gối,...	['https://cdn.tgdd.vn/Products/Images/11267/276352/bao-goi-nen-gap-ba-lan-dr-med-dr-k090-size-m-1.jpg', 'https://cdn.tgdd.vn/Products/Images/11267/276352/bao-goi-nen-gap-ba-lan-dr-med-dr-k090-size-m-2.jpg']	Bao đeo đầu gối Dr. Med DR-K090 size M - là một trong số thiết bị, dụng cụ y tế giúp giảm đau và hỗ trợ cho những người bị chấn thương và đau nhức đầu gối. Đặc điểm sản phẩm Giúp làm ấm và nén xuất sắc ở vùng đầu gối. Hữu ích để bảo vệ cơ bị yếu và ngăn chấn thương thể thao. Chất liệu đàn hồi cao tạo sự vừa vặn và thoải mái tối đa cho người dùng. Có độ nén 3 chiều dần dần được nâng lên ở đầu gối để hỗ trợ mạnh mẽ. Chỉ định Bao bảo vệ đầu gối. Đau khớp gối. Giúp sự nhận cảm ở đầu gối. Yếu cơ đầu gối.
Vớ đùi y khoa Dr. Med DR-A061 size S	573.700₫	Thiết bị, dụng cụ y tế	Vớ, đai y khoa		276273	1 đôi	Ngăn ngừa huyết khối tĩnh mạch sâu.	['https://cdn.tgdd.vn/Products/Images/11267/276273/vo-goi-dr-med-dr-a061-size-s-1.jpg', 'https://cdn.tgdd.vn/Products/Images/11267/276273/vo-goi-dr-med-dr-a061-size-s-2.jpg', 'https://cdn.tgdd.vn/Products/Images/11267/276273/vo-goi-dr-med-dr-a061-size-s-3.jpg', 'https://cdn.tgdd.vn/Products/Images/11267/276273/vo-goi-dr-med-dr-a061-size-s-4.jpg']	Đặc điểm sản phẩm Vớ đùi y khoa Dr. Med DR-A061 size S thường được sử dụng trong mục đích hỗ trợ và phục hồi sau phẫu thuật, giảm đau và hạn chế sự di chuyển của các khớp bị đau và làm giảm trầm trọng các triệu chứng sưng tấy. Vớ được thiết kế với chất liệu mềm mại và linh hoạt, mang lại cảm giác thoải mái cho người sử dụng.  Vớ điều trị suy tĩnh mạch ngang đùi DR.MED DR-A061 là sản phẩm thiết bị, dụng cụ y tế được chứng minh lâm sàng trên hàng chục ngàn bệnh nhân về hiệu quả ngăn ngừa huyết khối và thuyên tắc tĩnh mạch sâu. Vớ điều trị suy tĩnh mạch ngang đùi DR.MED DR-A061 được chứng minh lâm sàng trên hàng chục ngàn bệnh nhân về hiệu quả ngăn ngừa huyết khối tĩnh mạch sâu. Vớ y khoa có tác dụng phục hồi áp suất chênh lệch giữa hai hệ thống tĩnh mạch nông và sâu thông qua hệ thống xuyên, giảm đường kính của lòng tĩnh mạch để tăng khả năng vận chuyển khi nghỉ ngơi cũng như khi gắng sức. Ngoài ra vớ y khoa còn giúp điều trị các bệnh tê mỏi, sưng phù hiệu quả. 
Gel hạ sốt MTS cho bé dây 5 gói	6.800₫	Thiết bị, dụng cụ y tế	Các dụng cụ khác		129509	5 gói	Hạ sốt, giảm đau, sưng.	['https://cdn.tgdd.vn/Products/Images/11302/129509/dc-tui-chuom-lanh-va-lam-am-co-the-mac-dinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/129509/dc-tui-chuom-lanh-va-lam-am-co-the-mac-dinh-3.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/129509/dc-tui-chuom-lanh-va-lam-am-co-the-mac-dinh-4.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/129509/dc-tui-chuom-lanh-va-lam-am-co-the-mac-dinh-5.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/129509/dc-tui-chuom-lanh-va-lam-am-co-the-mac-dinh-6.jpg']	Đặc điểm sản phẩm Túi chườm nóng lạnh và làm ấm cơ thể Ngoài chườm lạnh, dụng cụ này còn làm ấm cơ thể bị lạnh sau khi ngâm vào nước nóng bình thuỷ. Sau khi để vào ngăn đá tủ lạnh, gây Gel đã lạnh cứng, bạn dùng nó chườm lên chỗ bị phỏng, bị sưng, chỗ bị đau, nó sẽ giảm bớt cơn đau nhức. Khi dây Gel đã thành đá, bạn có thể dùng nó để giữ lạnh đồ ăn, nước uống...thay cho nước đá khi đi picnic, nó giữ lạnh lâu hơn và không bị chảy nước. Lót dây gel vào ngăn đá, nó sẽ giữ cho tủ lạnh giảm đóng tuyết giúp bạn lấy các chum nước đá dễ dàng và giữ độ lạnh trong tủ lạnh được lâu dù bị cúp điện. Thành phần: Gel và nước Ưu điểm nổi bật Làm bằng nguyên liệu và thiết bị nhập từ Hoa Kì
Gối chườm thảo dược nóng lạnh đa năng Hapaku (27cm x 17cm)	430.000₫	Thiết bị, dụng cụ y tế	Các dụng cụ khác		318936	1 cái	Giảm đau lưng, vai gáy, thoát vị đĩa đệm, đau thần kinh tọa; giúp tăng tuần hoàn máu,...	['https://cdn.tgdd.vn/Products/Images/11302/318936/goi-thao-duoc-chuom-nong-lanh-da-nang-hapaku-vi-song-size-vua-27cm-17cm1.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/318936/goi-thao-duoc-chuom-nong-lanh-da-nang-hapaku-vi-song-size-vua-27cm-17cm2.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/318936/goi-thao-duoc-chuom-nong-lanh-da-nang-hapaku-vi-song-size-vua-27cm-17cm3.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/318936/goi-thao-duoc-chuom-nong-lanh-da-nang-hapaku-vi-song-size-vua-27cm-17cm4.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/318936/goi-thao-duoc-chuom-nong-lanh-da-nang-hapaku-vi-song-size-vua-27cm-17cm5.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/318936/goi-thao-duoc-chuom-nong-lanh-da-nang-hapaku-vi-song-size-vua-27cm-17cm6.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/318936/goi-thao-duoc-chuom-nong-lanh-da-nang-hapaku-vi-song-size-vua-27cm-17cm-9.jpg']	1. Đặc điểm sản phẩm Gối chườm thảo dược nóng lạnh đa năng Hapaku - sản phẩm kết hợp độc đáo giữa liệu pháp chườm nóng và thảo dược truyền thống Việt Nam. Phù hợp với người bị đau mỏi cơ thể do thoái hoá cột sống, thoát vị, đau thần kinh tọa; do ngồi làm việc lâu dẫn đến căng cứng, mỏi cơ vùng lưng; người già; người bệnh nằm lâu ngày. Thành phần 100% thảo dược truyền thống được kiểm soát chất lượng chặt chẽ; công thức thảo dược được nghiên cứu bởi các Bác sĩ Y học cổ truyền giàu kinh nghiệm, mang lại hiệu quả cao, an toàn, lâu dài mà không gây tác dụng phụ. Làm nóng nhanh bằng lò vi sóng hoặc lò hấp khăn. Được sản xuất theo tiêu chuẩn ISO 13485:2016 và là thương hiệu đai chườm thảo dược duy nhất được xác nhận công bố bởi Sở Y tế Hà Nội. 2. Thành phần 100% thảo dược tự nhiên tại Việt Nam: Ngải cứu, Gừng, Nghệ, Quế, Hồi, Xuyên khung, Bạch chỉ, Bạc hà, Thiên niên kiện, Lá lốt, Củ sả, Vỏ bưởi, Quyết minh tử, Tinh dầu Tràm tự nhiên.
Túi chườm lưng bụng nóng lạnh thảo dược Hapaku (110cm x 20cm)	529.000₫	Thiết bị, dụng cụ y tế	Các dụng cụ khác		318935	1 cái	Giảm đau lưng, thoái vị đĩa đệm, đau thần kinh tọa, giúp tăng tuần hoàn máu,...	['https://cdn.tgdd.vn/Products/Images/11302/318935/tui-chuom-thao-duoc-lung-bung-hapaku-110cm-x-20cm-1.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/318935/tui-chuom-thao-duoc-lung-bung-hapaku-110cm-x-20cm-2.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/318935/tui-chuom-thao-duoc-lung-bung-hapaku-110cm-x-20cm-3.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/318935/tui-chuom-thao-duoc-lung-bung-hapaku-110cm-x-20cm-4.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/318935/tui-chuom-thao-duoc-lung-bung-hapaku-110cm-x-20cm-5.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/318935/tui-chuom-thao-duoc-lung-bung-hapaku-110cm-x-20cm-6.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/318935/tui-chuom-thao-duoc-lung-bung-hapaku-110cm-x-20cm-7.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/318935/tui-chuom-thao-duoc-lung-bung-hapaku-110cm-x-20cm-8.jpg', 'https://cdn.tgdd.vn/Products/Images/11302/318935/tui-chuom-thao-duoc-lung-bung-hapaku-110cm-x-20cm-10.jpg']	Đặc điểm sản phẩm Túi chườm nóng thảo dược Hapaku - sản phẩm kết hợp độc đáo giữa liệu pháp chườm nóng và thảo dược truyền thống Việt Nam. Phù hợp với người bị đau lưng do thoái hoá cột sống, thoát vị, đau thần kinh tọa; do ngồi làm việc lâu dẫn đến căng cứng, mỏi cơ vùng lưng; người già, người bệnh nằm lâu ngày. Thành phần 100% thảo dược truyền thống được kiểm soát chất lượng chặt chẽ; công thức thảo dược được nghiên cứu bởi các Bác sĩ Y học cổ truyền giàu kinh nghiệm, mang lại hiệu quả cao, an toàn, lâu dài mà không gây tác dụng phụ. Làm nóng nhanh bằng lò vi sóng hoặc lò hấp khăn. Được sản xuất theo tiêu chuẩn ISO 13485:2016 và là thương hiệu đai chườm thảo dược duy nhất được xác nhận công bố tại Sở Y tế Hà Nội. Thành phần 100% thảo dược tự nhiên tại Việt Nam: Ngải cứu, Thiên niên kiện, Gừng, Nghệ, Xuyên khung, Sả, Bạch chỉ, Trần bì, Quế, Hồi, Vỏ bưởi, Cam thảo, Gạo, Quyết minh tử, Tinh dầu Tràm tự nhiên.
Khẩu trang y tế Wakamono 4 lớp màu trắng hộp 10 cái	45.000₫	Thiết bị, dụng cụ y tế	Khẩu trang		248060	10 cái	Ngăn ngừa bụi, vi khuẩn, virus và các bệnh lây qua đường hô hấp.	['https://cdn.tgdd.vn/Products/Images/5872/248060/khau-trang-wakamono-4-lop-ngan-ngua-bui-vi-khuan-vi-rut-hop-10-cai-1.jpg', 'https://cdn.tgdd.vn/Products/Images/5872/248060/khau-trang-wakamono-4-lop-ngan-ngua-bui-vi-khuan-vi-rut-hop-10-cai-2.jpg', 'https://cdn.tgdd.vn/Products/Images/5872/248060/khau-trang-wakamono-4-lop-ngan-ngua-bui-vi-khuan-vi-rut-hop-10-cai-3.jpg', 'https://cdn.tgdd.vn/Products/Images/5872/248060/khau-trang-wakamono-4-lop-ngan-ngua-bui-vi-khuan-vi-rut-hop-10-cai-4.jpg', 'https://cdn.tgdd.vn/Products/Images/5872/248060/khau-trang-wakamono-4-lop-ngan-ngua-bui-vi-khuan-vi-rut-hop-10-cai-5.jpg']	Đặc điểm nổi bật Khẩu trang y tế Wakamono 4 lớp màu trắng hộp 10 cái có tác dụng ngăn ngừa bụi, vi khuẩn, virus và các bệnh lây qua đường hô hấp nhờ lớp lọc kháng khuẩn cao cấp. Khẩu trang Wakamono dây đeo chắc chắn, co giãn tốt tạo cảm giác thoải mái cho bạn khi sử dụng. Thành phần Vải không dệt chất lượng cao, không thấm nước, vải Gecide với khả năng kháng khuẩn, lớp vi lọc, dây đeo,... Công dụng Khẩu trang y tế có tác dụng ngăn ngừa bụi, vi khuẩn, virus và các bệnh lây qua đường hô hấp nhờ lớp lọc kháng khuẩn cao cấp. Hướng dẫn sử dụng - Kéo hai dây khẩu trang sang hai bên, áp sát vào mặt.
