product_name	price	category_lv1	category_lv2	category_lv3	product_code	packaging	effect	image	describe
Kem Pure Paw Paw Ointment cấp ẩm, giảm nứt nẻ hương dâu tuýp 25g	93.500₫	Dược mỹ phẩm	Mỹ phẩm	Dưỡng da, dưỡng môi	293007	25g	Cấp ẩm, làm giảm tình trạng môi khô, da khô hay bị phồng rộp.	['https://cdn.tgdd.vn/Products/Images/6562/293007/kem-pure-paw-paw-ointment-cap-am-giam-nut-ne-dau-tuyp-25g-mac-dinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/293007/kem-pure-paw-paw-ointment-cap-am-giam-nut-ne-dau-tuyp-25g-mac-dinh-3.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/293007/kem-pure-paw-paw-ointment-cap-am-giam-nut-ne-dau-tuyp-25g-mac-dinh-4-1.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/293007/kem-pure-paw-paw-ointment-cap-am-giam-nut-ne-dau-tuyp-25g-mac-dinh-5.jpg']	Đặc điểm sản phẩm Là kem dưỡng ẩm da đa năng tích hợp 10 công dụng trong 1 được ưa chuộng tại Úc, Kem Pure Paw Paw hương dâu với công thức đa tác động chiết xuất từ Đu đủ Carica có tính kháng khuẩn cao, giàu khoáng chất và Vitamin phát huy hiệu quả đáng kinh ngạc trong việc giải quyết các vấn đề về da như giúp làm dịu vết côn trùng cắn, vết bỏng nhẹ, bảo vệ làn da trẻ nhỏ bị hăm tã, rôm sảy, mẩn đỏ trên da bé. Thành phần  Chiết xuất trái cây Petrolatum, Carica Papaya (Đu đủ), Potassium Sorbate, Cera Alba, Sodium Benzoate, Flavour (Hương dâu). Công dụng Kem dưỡng da, dưỡng môi Pure Paw Paw Ointment giúp cấp ẩm, làm giảm tình trạng môi khô, da khô hay bị phồng rộp, nứt nẻ do thời tiết, thay kem lót trang điểm... Hướng dẫn sử dụng
Gel rửa mặt Cosrx Low pH Good Morning làm sạch và kháng khuẩn cho da tuýp 150ml	339.000₫	Dược mỹ phẩm	Mỹ phẩm	Kem, sữa rửa mặt	317500	150ml	Cải thiện và bảo vệ da nhờ tính chất kháng khuẩn, làm sạch hiệu quả, không gây khô căng da	['https://cdn.tgdd.vn/Products/Images/2504/317500/gel-rua-mat-cosrx-low-ph-good-morning-lam-sach-va-khang-khuan-cho-da-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2504/317500/gel-rua-mat-cosrx-low-ph-good-morning-lam-sach-va-khang-khuan-cho-da-2.jpg', 'https://cdn.tgdd.vn/Products/Images/2504/317500/gel-rua-mat-cosrx-low-ph-good-morning-lam-sach-va-khang-khuan-cho-da-3.jpg', 'https://cdn.tgdd.vn/Products/Images/2504/317500/gel-rua-mat-cosrx-low-ph-good-morning-lam-sach-va-khang-khuan-cho-da-4.jpg', 'https://cdn.tgdd.vn/Products/Images/2504/317500/gel-rua-mat-cosrx-low-ph-good-morning-lam-sach-va-khang-khuan-cho-da-5.jpg', 'https://cdn.tgdd.vn/Products/Images/2504/317500/gel-rua-mat-cosrx-low-ph-good-morning-lam-sach-va-khang-khuan-cho-da-6.jpg']	Đặc điểm sản phẩm Sữa rửa mặt Cosrx Low pH Good Morning Gel Cleanser là một sản phẩm chăm sóc da đình đám của thương hiệu mỹ phẩm COSRX. Sản phẩm được chiết xuất từ trà xanh, giúp làm sạch da nhẹ nhàng mà không gây khô da hay kích ứng. Với độ pH thấp và các thành phần tự nhiên, sản phẩm này có khả năng cân bằng độ ẩm của da, giúp da mềm mại và sạch sẽ sau mỗi lần sử dụng. Sữa rửa mặt Cosrx Low pH Good Morning Gel Cleanser được đánh giá rất cao bởi cộng đồng làm đẹp và là một sản phẩm không thể thiếu trong bộ sưu tập chăm sóc da hàng ngày của mọi người. Những cái không của sản phẩm: Không thử nghiệm trên động vật. Không chất tẩy rửa – Sulfates. Không hương liệu hoá học – Phthalates. Không chất bảo quản – Paraben.
Kem dưỡng Ducray giúp giảm mụn và mờ vết thâm tuýp 30ml	462.000₫	Dược mỹ phẩm	Mỹ phẩm	Trị mụn, ngừa sẹo, mờ thâm	319322	30ml	Kem dưỡng làm giảm mụn, mờ vết thâm do mụn, có thể dùng kết hợp với các thuốc trị mụn.	['https://cdn.tgdd.vn/Products/Images/12018/319322/kem-duong-ducray-giup-giam-mun-va-mo-vet-tham-1-1.jpg', 'https://cdn.tgdd.vn/Products/Images/12018/319322/kem-duong-ducray-giup-giam-mun-va-mo-vet-tham-2.jpg', 'https://cdn.tgdd.vn/Products/Images/12018/319322/kem-duong-ducray-giup-giam-mun-va-mo-vet-tham-3.jpg', 'https://cdn.tgdd.vn/Products/Images/12018/319322/kem-duong-ducray-giup-giam-mun-va-mo-vet-tham-4.jpg', 'https://cdn.tgdd.vn/Products/Images/12018/319322/kem-duong-ducray-giup-giam-mun-va-mo-vet-tham-5.jpg', 'https://cdn.tgdd.vn/Products/Images/12018/319322/kem-duong-ducray-giup-giam-mun-va-mo-vet-tham-6.jpg', 'https://cdn.tgdd.vn/Products/Images/12018/319322/kem-duong-ducray-giup-giam-mun-va-mo-vet-tham-7.jpg', 'https://cdn.tgdd.vn/Products/Images/12018/319322/kem-duong-ducray-giup-giam-mun-va-mo-vet-tham-8.jpg', 'https://cdn.tgdd.vn/Products/Images/12018/319322/kem-duong-ducray-giup-giam-mun-va-mo-vet-tham-9.jpg']	Đặc điểm sản phẩm Ducray Keracnyl PP Anti - Blemish Soothing Cream là sản phẩm kem dưỡng dành cho da mụn đến từ thương hiệu dược mỹ phẩm Ducray. Công thức chứa phức hợp các hoạt chất vitamin PP, Celastrol và Myrtacine giúp làm dịu da, giảm sưng viêm và hỗ trợ cải thiện tình trạng mụn hiệu quả. Đồng thời, kem dưỡng còn giúp ngăn ngừa hình thành vết thâm và dưỡng ẩm cho làn da mềm mại, không bị khô căng, bong tróc trong quá trình điều trị mụn. Kem dưỡng giảm những vết mụn viêm, mủ hiệu quả, điều tiết bã nhờn, cải thiện độ ẩm cho da giúp nhanh chóng có được làn da êm dịu. Sản phẩm an toàn cho da thương tổn, thích hợp trong các đợt bùng phát mụn. Thành phần  Vitamin PP: Hoạt chất giúp giảm mẩn đỏ và làm dịu làn da bị kích ứng. Myrtacine: Hoạt chất giúp chống lại vi khuẩn C.acnes bằng cách hạn chế sự hình thành màng sinh học của chúng, từ đó giúp làm dịu và cải thiện tình trạng mụn.
Kem chống nắng Oribe SPF 50+/PA++++ ngừa lão hóa tuýp 30g	64.600₫	Dược mỹ phẩm	Mỹ phẩm	Kem, xịt chống nắng	204106	30g	Chống nắng, dưỡng trắng da, chống lão hóa.	['https://cdn.tgdd.vn/Products/Images/6658/204106/kem-chong-nang-oribe-spf50-pa-30g-2.jpg', 'https://cdn.tgdd.vn/Products/Images/6658/204106/kem-chong-nang-oribe-spf50-pa-30g-4.jpg', 'https://cdn.tgdd.vn/Products/Images/6658/204106/kem-chong-nang-oribe-spf50-pa-30g-5.jpg']	Đặc điểm sản phẩm Kem chống nắng Oribe là sản phẩm của công ty dược mỹ phẩm Oribe với hoạt chất chống nắng thế hệ mới suncat MTA kích thước micro tạo ra lớp màng chắn an toàn trên da, giúp bảo vệ da khỏi tác hại của tia UVA/UVB từ ánh sáng mặt trời, cùng chiết xuất hoa Cúc giúp dưỡng ẩm, trắng da, ngăn ngừa lão hoá. Thành phần Water, Cetearyl Alcohol, Glyceryl Stearate, PEG-40 Stearate, Ceteareth-20, Hydrogenated Polydecene, Glycereth-26, Cyclopentasiloxane, Titanium dioxide, Dimethicone, Aluminum hydroxyde, Stearic acid, Ethylhexyl Methoxycinnamate, Octocrylene, Butyl methoxy-dibenzoylmethane, 1,3-Butylene Glycol, Phospholipids, Isopropyl Palmitate, Cyclopentasiloxane/dimethicone vinyl dimethicone crosspolymer, Caprylic/capric triglycerides, Glycerin, Glycine Soja (Soybean) Seed Extract, Allantoin, Silica, Bellis Perennis (Daisy) Flower Extract (chiết xuất hoa Cúc), EDTA-2Na, Benzyl Alcohol, Ethylhexylglycerin, Tocopherol, Phenoxyethanol, Fragrance. Công dụng
Kem dưỡng trắng da Transino Whitening Repair Cream EX dưỡng ẩm phục hồi da hũ 35g	1.120.000₫	Dược mỹ phẩm	Mỹ phẩm	Dưỡng da, dưỡng môi	320935	35g	Dưỡng trắng, dưỡng ẩm phục hồi da, chăm sóc tận gốc nguyên nhân gây ra nám.	['https://cdn.tgdd.vn/Products/Images/6562/320935/kem-duong-trang-da-transino-whitening-repair-cream-ex-duong-am-phuc-hoi-da-1-1.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/320935/kem-duong-trang-da-transino-whitening-repair-cream-ex-duong-am-phuc-hoi-da-3.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/320935/kem-duong-trang-da-transino-whitening-repair-cream-ex-duong-am-phuc-hoi-da-4.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/320935/kem-duong-trang-da-transino-whitening-repair-cream-ex-duong-am-phuc-hoi-da-5.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/320935/kem-duong-trang-da-transino-whitening-repair-cream-ex-duong-am-phuc-hoi-da-6.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/320935/kem-duong-trang-da-transino-whitening-repair-cream-ex-duong-am-phuc-hoi-da-7.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/320935/kem-duong-trang-da-transino-whitening-repair-cream-ex-duong-am-phuc-hoi-da-9.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/320935/kem-duong-trang-da-transino-whitening-repair-cream-ex-duong-am-phuc-hoi-da-10.jpg']	Thành phần Water (Aqua), Cyclopentasiloxane, Glycerin, Alcohol, Peg-10 Dimethicone, Butylene Glycol, Disteardimonium Hectorite, Tranexamic Acid, Petrolatum, Cetyl Ethylhexanoate, Glycosyl Trehalose, Hydrogenated Starch Hydrolysate, Phenoxyethanol, Peg-32, Peg-6, Citrus Aurantium Dulcis (Orange) Flower Water, Methylparaben, Magnesium Sulfate, Dipotassium Glycyrrhizate, Ectoin, Calcium Pantetheine Sulfonate, Polyphosphorylcholine Glycol Acrylate, Isodonis Japonicus Leaf/Stalk Extract, Morus Alba Root Extract, Geranium Robertianum Extract, Sodium Trehalose Sulfate, Achillea Millefolium Extract, Aspalathus Linearis Extract. Công dụng Kem dưỡng trắng da Transino Whitening Repair Cream EX là kem mặt nạ dưỡng ẩm phục hồi da với hai thành phần hữu hiệu giúp chăm sóc tận gốc nguyên nhân gây ra nám. Sản phẩm dành cho làn da bị tổn thương do tia UV, da xỉn màu do lão hóa giúp mang lại làn da trẻ trung và săn chắc từ bên trong. Cách dùng
Xịt khoáng Avène cấp nước, làm dịu da, giảm kích ứng chai 300ml	318.000₫	Dược mỹ phẩm	Mỹ phẩm	Toner và xịt khoáng	304818	300ml	Bổ sung nước, dưỡng ẩm cho da, làm mềm da và giúp cân bằng khoáng chất cho làn da.	['https://cdn.tgdd.vn/Products/Images/6642/304818/xit-khoang-avene-cap-nuoc-lam-diu-va-giam-kich-ung-300ml-mac-dinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/6642/304818/xit-khoang-avene-cap-nuoc-lam-diu-va-giam-kich-ung-300ml-mac-dinh-3.jpg', 'https://cdn.tgdd.vn/Products/Images/6642/304818/xit-khoang-avene-cap-nuoc-lam-diu-va-giam-kich-ung-300ml-mac-dinh-4.jpg', 'https://cdn.tgdd.vn/Products/Images/6642/304818/xit-khoang-avene-cap-nuoc-lam-diu-va-giam-kich-ung-300ml-mac-dinh-5.jpg', 'https://cdn.tgdd.vn/Products/Images/6642/304818/xit-khoang-avene-cap-nuoc-lam-diu-va-giam-kich-ung-300ml-mac-dinh-6.jpg', 'https://cdn.tgdd.vn/Products/Images/6642/304818/xit-khoang-avene-cap-nuoc-lam-diu-va-giam-kich-ung-300ml-mac-dinh-7.jpg']	Đặc điểm sản phẩm Nước khoáng là thành phần chính trong các sản phẩm xịt khoáng Avène. Được biết đến như một nguồn nước với nhiều dưỡng chất. Chính vì vậy, nước khoáng của hãng với những đường nét mô tả lại dòng suối khoáng làm nổi bật lên sự đặc trưng trong các sản phẩm của Avène. Avène tên đầy đủ Eau Thermale Avène là thương hiệu mỹ phẩm dưỡng da đình đám tại Pháp, đến nay thương hiệu có hơn 30 năm kinh nghiệm trong lĩnh vực làm đẹp và chăm sóc da toàn diện cho người tiêu dùng Thành phần Avène Thermal Spring water, Nitrogen. Công dụng Xịt khoáng Avène 300ml có đặc tính làm dịu, giảm kích ứng da.  Bổ sung nước, dưỡng ẩm cho da, làm mềm da và giúp cân bằng khoáng chất cho làn da. Mang lại cảm giác tươi mát, dễ chịu kéo dài.
Xịt khoáng Avène cấp nước, làm dịu da, giảm kích ứng chai 50ml	153.600₫	Dược mỹ phẩm	Mỹ phẩm	Toner và xịt khoáng	304817	50ml	Bổ sung nước, dưỡng ẩm cho da, làm mềm da và giúp cân bằng khoáng chất cho làn da.	['https://cdn.tgdd.vn/Products/Images/6642/304817/xit-khoang-avene-cap-nuoc-lam-diu-va-giam-kich-ung-50ml-mac-dinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/6642/304817/xit-khoang-avene-cap-nuoc-lam-diu-va-giam-kich-ung-50ml-mac-dinh-3.jpg', 'https://cdn.tgdd.vn/Products/Images/6642/304817/xit-khoang-avene-cap-nuoc-lam-diu-va-giam-kich-ung-50ml-mac-dinh-4.jpg', 'https://cdn.tgdd.vn/Products/Images/6642/304817/xit-khoang-avene-cap-nuoc-lam-diu-va-giam-kich-ung-50ml-mac-dinh-5.jpg', 'https://cdn.tgdd.vn/Products/Images/6642/304817/xit-khoang-avene-cap-nuoc-lam-diu-va-giam-kich-ung-50ml-mac-dinh-6.jpg', 'https://cdn.tgdd.vn/Products/Images/6642/304817/xit-khoang-avene-cap-nuoc-lam-diu-va-giam-kich-ung-50ml-mac-dinh-7.jpg']	Đặc điểm sản phẩm Eau Thermale Avène là thương hiệu mỹ phẩm dưỡng da đình đám tại Pháp với hơn 30 năm kinh nghiệm trong ngành làm đẹp và chăm sóc da toàn diện cho người dùng Thành phần chính trong các sản phẩm xịt khoáng Avène đến từ nguồn nước khoáng đầy dưỡng chất, cũng là biểu tượng của hãng với những đường nét mô tả lại dòng suối khoáng đó, làm nổi bật lên sự đặc trưng trong các sản phẩm của Avène. Thành phần Avène Thermal Spring water, Nitrogen. Công dụng Nước xịt khoáng Avène 50ml có đặc tính làm dịu, giảm kích ứng da.  Bổ sung nước, dưỡng ẩm cho da, làm mềm da và giúp cân bằng khoáng chất cho làn da. Mang lại cảm giác tươi mát, dễ chịu kéo dài. Hướng dẫn sử dụng
Xà phòng rửa mặt Acne-Aid cho da nhờn & mụn cục 100g	90.000₫	Dược mỹ phẩm	Mỹ phẩm	Kem, sữa rửa mặt	130786	100g	Làm sạch bụi bẩn, bã nhờn giúp da sạch khô thoáng, ngăn ngừa mụn hiệu quả.	['https://cdn.tgdd.vn/Products/Images/2504/130786/acneaid-liquid-cleanser-for-pimples-and-oily-skin-00.jpg', 'https://cdn.tgdd.vn/Products/Images/2504/130786/acneaid-liquid-cleanser-for-pimples-and-oily-skin-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2504/130786/acneaid-liquid-cleanser-for-pimples-and-oily-skin-2-1.jpg', 'https://cdn.tgdd.vn/Products/Images/2504/130786/acneaid-liquid-cleanser-for-pimples-and-oily-skin-3.jpg', 'https://cdn.tgdd.vn/Products/Images/2504/130786/acneaid-liquid-cleanser-for-pimples-and-oily-skin-4.jpg']	Thành phần  Sodium Palmate, Sodium Palm Kernelate, Aqua, Sulfated Olive Oil, Paraffinum Liquidum, Palm Acid, Sodium Chloride, Glycerin, Palm Kernel Acid, Sorbitan Oleate, Trisodium HEDTA, Tetrasodium EDTA, Tetrasodium Etidronate, Sodium Hydroxide, Trisodium NTA. Công dụng Xà phòng Acne Aid giúp làm sạch da dịu nhẹ và sạch nhờn/bã nhờn hiệu quả trên da. Thích hợp cho sử dụng hàng ngày. Hướng dẫn sử dụng Dùng cho da mặt hay các vùng da bị ảnh hưởng khác trên cơ thể. Sử dụng nước để tạo bọt xà phòng và mát xa nhẹ lớp bọt vào da. Rửa sạch và lặp lại lần nữa nếu da quá nhờn. Lau khổ bằng khăn. Dùng 2 - 3 lần mỗi ngày hoặc theo chỉ dẫn của bác sĩ/dược sĩ. Lưu ý
Serum Klairs Freshly Juiced Vitamin Drop trắng da mờ thâm lọ 35ml	386.700₫	Dược mỹ phẩm	Mỹ phẩm	Dưỡng da, dưỡng môi	275764	35ml	Trẻ hóa làn da, giúp se khít lỗ chân lông cho làn da căng bóng, sáng mịn.	['https://cdn.tgdd.vn/Products/Images/6562/275764/serum-klairs-freshly-juiced-vitamin-drop-trang-da-mo-tham-mac-dinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/275764/serum-klairs-freshly-juiced-vitamin-drop-trang-da-mo-tham-mac-dinh-3.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/275764/serum-klairs-freshly-juiced-vitamin-drop-trang-da-mo-tham-mac-dinh-4.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/275764/serum-klairs-freshly-juiced-vitamin-drop-trang-da-mo-tham-mac-dinh-5.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/275764/serum-klairs-freshly-juiced-vitamin-drop-trang-da-mo-tham-mac-dinh-6.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/275764/serum-klairs-freshly-juiced-vitamin-drop-trang-da-mo-tham-mac-dinh-7.jpg']	Đặc điểm sản phẩm Klairs là thương hiệu mỹ phẩm nội địa đến từ Hàn Quốc thuộc công ty Wishcompany - chuyên về các sản phẩm, mỹ phẩm dưỡng da, chăm sóc da chiết xuất từ những thành phần thiên nhiên an toàn và phù hợp với hầu hết mọi loại da kể cả da nhạy cảm. Sản phẩm dưỡng da Klairs - Serum Klairs Freshly Juiced Vitamin Drop là sản phẩm tinh chất đến từ thương hiệu Klairs, tiếp thêm sinh lực trẻ hóa làn da với sức mạnh của 5% Vitamin C dạng Acid L-ascorbic nhẹ dịu; cùng chiết xuất Rau Má không gây kích ứng nhưng vẫn hiệu quả trong việc làm mờ các vết mụn và vết nám, cải thiện làn da xỉn và không đều màu. Thành phần Thành phần chính: - 5% Vitamin C dạng Acid L-ascorbic: giúp sản xuất collagen, phục hồi và trẻ hóa làn da mà không hề lo kích ứng da, kể cả da nhạy cảm. - Centella Asiatica: giúp tăng cường chất chống oxy hóa và thúc đẩy sự phát triển và tái tạo làn da mới, giúp tổn thương mau lành và lên da non, hỗ trợ giảm mụn hiệu quả.
Kem dưỡng ẩm Nivea Soft làm mềm da hũ 50ml	64.600₫	Dược mỹ phẩm	Mỹ phẩm	Dưỡng da, dưỡng môi	304788	50ml	Bổ sung và cân bằng độ ẩm cho da, giúp da luôn mềm mại và mịn màng.	['https://cdn.tgdd.vn/Products/Images/6562/304788/kem-duong-mem-da-nivea-50ml-mac-dinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/304788/kem-duong-mem-da-nivea-50ml-mac-dinh-3.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/304788/kem-duong-mem-da-nivea-50ml-mac-dinh-4.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/304788/kem-duong-mem-da-nivea-50ml-mac-dinh-5.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/304788/kem-duong-mem-da-nivea-50ml-mac-dinh-6.jpg']	Thành phần Aqua, Glycerin, Paraffinum Liquidum, Myristyl Alcohol, Butylene Glycol, Alcohol Denat, Stearic Acid, Myristyl Myristate, Cera Microcristallina, Glyceryl Stearate, Hydrogenated Coco-Glycerides, Simmondsia Chinensis Seed Oil, Tocopheryl Acetate, Lanolin Alcohol (Eucerit®), Polyglyceryl-2 Caprate, Dimethicone, Sodium Carbomer, Phenoxyethanol, Linalool, Citronellol, Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Limonene, Benzyl Alcohol, Benzyl Salicylate, Parfum. Công dụng Được sản xuất theo công thức vượt trội với thành phần tinh dầu Jojoba và Vitamin E, kem dưỡng NIVEA Soft Crema bổ sung và cân bằng độ ẩm cho da, giúp da luôn mềm mại và mịn màng. Làm da mềm mịn ngay lập tức sau khi sử dụng. Hướng dẫn sử dụng Dưỡng cho vùng da mặt, da toàn thân hoặc các vùng da bị khô.
Kem dưỡng ẩm Cerave Moisturising Cream cấp ẩm hiệu quả dành cho da khô hũ 340g	420.000₫	Dược mỹ phẩm	Mỹ phẩm	Dưỡng da, dưỡng môi	316230	340g	Giúp giữ và cấp ẩm cho làn da mỏng manh nhạy cảm.	['https://cdn.tgdd.vn/Products/Images/6562/316230/kem-duong-am-cerave-moisturising-cream-cap-am-hieu-qua-danh-cho-da-kho-1.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/316230/kem-duong-am-cerave-moisturising-cream-cap-am-hieu-qua-danh-cho-da-kho-2.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/316230/kem-duong-am-cerave-moisturising-cream-cap-am-hieu-qua-danh-cho-da-kho-3.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/316230/kem-duong-am-cerave-moisturising-cream-cap-am-hieu-qua-danh-cho-da-kho-4.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/316230/kem-duong-am-cerave-moisturising-cream-cap-am-hieu-qua-danh-cho-da-kho-5.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/316230/kem-duong-am-cerave-moisturising-cream-cap-am-hieu-qua-danh-cho-da-kho-6.jpg']	Thành phần  Aqua/Water, Glycerin, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Cetyl Alcohol, Ceteareth-20, Petrolatum, Potassium Phosphate, Ceramide NP, Ceramide AP, Ceramide EOP, Carbomer, Dimethicone, Behentrimonium Methosulfate, Sodium Lauroyl Lactylate, Sodium Hyaluronate, Cholesterol, Phenoxyethanol, Disodium EDTA, Dipotassium Phosphate, Tocopherol, Phytosphingosine, Xanthan Gum, Ethylhexylglycerin Công dụng Chứa 3 loại Ceramides thiết yếu giúp giữ và cấp ẩm cho làn da mỏng manh nhạy cảm. Với công nghệ MVE Technology: Chứa các thành phần cấp ẩm cho da trong vòng 24 tiếng. Không làm bít lỗ chân lông, không gây kích ứng da. Sử dụng cho da mặt và toàn thân. Được phát triển và khuyên dùng bởi các bác sĩ da liễu. Hướng dẫn sử dụng 
Gel Fadescar dưỡng ẩm, mờ sẹo, ngăn ngừa sẹo tuýp 10g	109.600₫	Dược mỹ phẩm	Mỹ phẩm	Trị mụn, ngừa sẹo, mờ thâm	283905	10g	Dưỡng ẩm da, làm mềm da, mờ thâm sẹo, ngăn ngừa sẹo.	['https://cdn.tgdd.vn/Products/Images/12018/283905/gel-fadescar-duong-am-mo-seo-ngan-ngua-seo-1.jpg', 'https://cdn.tgdd.vn/Products/Images/12018/283905/gel-fadescar-duong-am-mo-seo-ngan-ngua-seo-2.jpg', 'https://cdn.tgdd.vn/Products/Images/12018/283905/gel-fadescar-duong-am-mo-seo-ngan-ngua-seo-3.jpg', 'https://cdn.tgdd.vn/Products/Images/12018/283905/gel-fadescar-duong-am-mo-seo-ngan-ngua-seo-4.jpg']	Đặc điểm nổi bật Gel Fadescar là dược mỹ phẩm với thành phần thẩm thấu nhanh, không để rít trên da. Gel giúp dưỡng ẩm da, làm mềm da, giúp làm mờ thâm sẹo và ngăn ngừa sẹo. Thành phần Water, Allium Cepa Root Extract, Propylen Glycol, Niacinamide, Acrylates/C 10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Ipomoea PES-Caprae Extra, Portulaca Oleracea Extract, Butylene Glycol, Salix Alba Bark Extract, Sodium Hyaluronate, Tocopheryl Acetate, Allantoin, Glycerin, Disodium EDTA, Phenoxyethanol, Chlorphenesin. Công dụng Dưỡng ẩm da, làm mềm da. Fadescar Gel ngừa sẹo hỗ trợ làm mờ sẹo thâm. Hướng dẫn sử dụng Rửa tay sạch, dùng một lượng vừa đủ thoa lên vùng sẹo ngày 2 - 3 lần.
Serum nghệ Hưng Yên Cocoon C22 giúp sáng da và mờ thâm lọ 30ml	465.000₫	Dược mỹ phẩm	Mỹ phẩm	Dưỡng da, dưỡng môi	310936	30ml	Giúp làm sáng các làn da ngăm đen, tối màu, cháy nắng.	['https://cdn.tgdd.vn/Products/Images/6562/310936/serum-nghe-hung-yen-cocoon-c22-giup-sang-da-va-mo-tham-mac-dinh-2.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/310936/serum-nghe-hung-yen-cocoon-c22-giup-sang-da-va-mo-tham-mac-dinh-3.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/310936/serum-nghe-hung-yen-cocoon-c22-giup-sang-da-va-mo-tham-mac-dinh-4.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/310936/serum-nghe-hung-yen-cocoon-c22-giup-sang-da-va-mo-tham-mac-dinh-5.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/310936/serum-nghe-hung-yen-cocoon-c22-giup-sang-da-va-mo-tham-mac-dinh-6.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/310936/serum-nghe-hung-yen-cocoon-c22-giup-sang-da-va-mo-tham-mac-dinh-7.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/310936/serum-nghe-hung-yen-cocoon-c22-giup-sang-da-va-mo-tham-mac-dinh-8.jpg', 'https://cdn.tgdd.vn/Products/Images/6562/310936/serum-nghe-hung-yen-cocoon-c22-giup-sang-da-va-mo-tham-mac-dinh-9.jpg']	Đặc điểm sản phẩm  Cocoon là thương hiệu mỹ phẩm dưỡng da tiên phong cho hướng đi thuần chay ở Việt Nam, cam kết không sử dụng các thành phần có nguồn gốc động vật và không thử nghiệm trên động vật. Serum tinh chất nghệ nghệ Hưng Yên là sản phẩm 100% thuần chay, thành phần chủ yếu từ thực vật, thân thiện với làn da, hiệu quả và lành tính. Với chiết xuất nghệ Hưng Yên được biết đến như một loại serum dưỡng da với các thành phần hoạt tính gồm Vitamin C (3-O-Ethyl Ascorbic Acid), Vitamin B3 (Niacinamide), NAG (N-Acetyl Glucosamine) theo tỉ lệ 5 - 4 - 2 giúp làm sáng da và mờ vết thâm nhanh chóng. Thành phần  Aqua/Water, 3-0-Ethyl Ascorbic Acid, Propanediol, Niacinamide, Acetyl Glucosamine, Dimethyl Isosorbide, Hexylresorcinol, Glycerin, Betaine, Ethoxydiglycol, Butylene Glycol, Pentylene Glycol, Curcuma Longa (Turmeric) Root Extract, Ferulic Acid, Potassium Azeloyl Diglycinate, Trisodium Ethylenediamine Disuccinate, Sodium Benzoate, Potassium Sorbate.
